VQ1s,,,VQ2s,,,VQ3s,,,VQ4s,,,VQ5s,,,VQ6s,,,VQ7s,,,RQ1s,,,RQ2s,,,RQ3s,,,RQ4s,,,RQ5s,,,RQ6s,,,MQ1s,,,MQ2s,,,MQ3s,,,MQ4s,,,MQ5s,,,MQ6s,,,,,,
4,,,3,,,3,,,3,,,3,,,4,,,3,,,-1,,,3,,,3,,,4,,,4,,,3,,,4,,,3,,,4,,,4,,,4,,,4,,,,62,,
4,,,3,,,3,,,1,,,3,,,2,,,3,,,1,,,4,,,4,,,3,,,4,,,2,,,4,,,3,,,4,,,4,,,3,,,2,,,,57,,
4,,,1,,,3,,,2,,,2,,,3,,,2,,,1,,,3,,,1,,,0,,,0,,,4,,,3,,,3,,,4,,,4,,,1,,,2,,,,43,,
4,,,0,,,2,,,1,,,4,,,4,,,3,,,-1,,,0,,,3,,,1,,,3,,,3,,,3,,,3,,,2,,,4,,,-1,,,1,,,,39,,
4,,,3,,,3,,,4,,,3,,,4,,,5,,,0,,,3,,,1,,,1,,,2,,,2,,,4,,,2,,,4,,,5,,,3,,,3,,,,56,,
4,,,3,,,2,,,2,,,3,,,4,,,4,,,3,,,5,,,4,,,4,,,3,,,5,,,3,,,3,,,2,,,5,,,3,,,3,,,,65,,
4,,,2,,,3,,,2,,,3,,,3,,,3,,,1,,,2,,,3,,,4,,,1,,,3,,,4,,,3,,,3,,,5,,,3,,,4,,,,56,,
3,,,1,,,1,,,2,,,2,,,3,,,2,,,0,,,5,,,2,,,1,,,3,,,3,,,4,,,3,,,4,,,4,,,5,,,3,,,,51,,
4,,,2,,,3,,,2,,,3,,,2,,,3,,,1,,,3,,,2,,,1,,,-1,,,0,,,4,,,2,,,4,,,5,,,5,,,4,,,,49,,
4,,,2,,,4,,,2,,,4,,,4,,,4,,,3,,,3,,,4,,,4,,,3,,,4,,,4,,,3,,,4,,,5,,,4,,,5,,,,70,,
4,,,0,,,3,,,2,,,2,,,3,,,2,,,-1,,,2,,,1,,,1,,,4,,,3,,,4,,,2,,,4,,,4,,,4,,,2,,,,46,,
3,,,2,,,1,,,1,,,2,,,3,,,3,,,0,,,2,,,2,,,1,,,4,,,0,,,2,,,3,,,3,,,5,,,5,,,3,,,,45,,
4,,,2,,,3,,,2,,,4,,,4,,,3,,,-2,,,4,,,3,,,5,,,3,,,4,,,4,,,2,,,4,,,4,,,4,,,4,,,,61,,
4,,,0,,,2,,,4,,,1,,,3,,,3,,,-1,,,2,,,1,,,2,,,1,,,2,,,4,,,3,,,4,,,5,,,5,,,4,,,,49,,
1,,,1,,,-1,,,1,,,1,,,1,,,2,,,0,,,4,,,3,,,2,,,-2,,,-1,,,4,,,0,,,3,,,4,,,4,,,3,,,,30,,
1,,,2,,,2,,,2,,,1,,,2,,,2,,,0,,,2,,,3,,,4,,,2,,,0,,,4,,,0,,,3,,,3,,,4,,,0,,,,37,,
4,,,2,,,3,,,2,,,3,,,4,,,3,,,3,,,5,,,4,,,3,,,2,,,5,,,4,,,3,,,4,,,4,,,2,,,3,,,,63,,
3,,,1,,,2,,,2,,,2,,,2,,,2,,,1,,,3,,,4,,,4,,,2,,,4,,,4,,,2,,,4,,,4,,,4,,,4,,,,54,,
1,,,1,,,3,,,3,,,1,,,3,,,3,,,0,,,-1,,,2,,,0,,,-2,,,1,,,4,,,3,,,4,,,4,,,4,,,5,,,,39,,
2,,,2,,,3,,,0,,,2,,,3,,,2,,,0,,,1,,,1,,,2,,,3,,,-1,,,4,,,3,,,4,,,4,,,5,,,4,,,,44,,
4,,,3,,,4,,,3,,,3,,,4,,,4,,,-1,,,0,,,-1,,,4,,,0,,,0,,,4,,,2,,,4,,,4,,,4,,,4,,,,49,,
4,,,3,,,3,,,3,,,2,,,3,,,3,,,0,,,3,,,1,,,4,,,-2,,,1,,,4,,,3,,,4,,,4,,,5,,,2,,,,50,,
3,,,1,,,3,,,3,,,4,,,4,,,3,,,3,,,4,,,4,,,4,,,2,,,5,,,4,,,3,,,4,,,4,,,4,,,5,,,,67,,
4,,,0,,,4,,,3,,,3,,,4,,,2,,,-3,,,1,,,3,,,0,,,0,,,0,,,4,,,2,,,4,,,3,,,2,,,1,,,,37,,
4,,,1,,,0,,,3,,,3,,,3,,,2,,,0,,,1,,,2,,,2,,,3,,,1,,,4,,,3,,,4,,,2,,,2,,,1,,,,41,,
4,,,2,,,2,,,3,,,3,,,4,,,4,,,2,,,5,,,3,,,5,,,4,,,5,,,4,,,3,,,2,,,3,,,4,,,4,,,,66,,
4,,,2,,,3,,,3,,,4,,,4,,,2,,,2,,,3,,,3,,,2,,,4,,,5,,,0,,,1,,,4,,,1,,,5,,,3,,,,55,,
4,,,2,,,1,,,2,,,2,,,3,,,2,,,2,,,4,,,3,,,4,,,4,,,4,,,4,,,3,,,4,,,4,,,3,,,1,,,,56,,
4,,,1,,,3,,,3,,,2,,,4,,,2,,,1,,,4,,,4,,,3,,,4,,,4,,,3,,,3,,,3,,,4,,,1,,,3,,,,56,,
1,,,2,,,3,,,2,,,0,,,3,,,2,,,2,,,3,,,3,,,1,,,0,,,5,,,4,,,1,,,3,,,4,,,2,,,-1,,,,40,,
4,,,1,,,3,,,2,,,3,,,3,,,2,,,2,,,3,,,3,,,1,,,2,,,1,,,3,,,3,,,4,,,5,,,1,,,3,,,,49,,
4,,,3,,,4,,,4,,,3,,,5,,,5,,,1,,,4,,,4,,,4,,,4,,,4,,,2,,,2,,,1,,,2,,,1,,,0,,,,57,,
4,,,1,,,3,,,2,,,2,,,3,,,3,,,3,,,5,,,4,,,5,,,4,,,5,,,4,,,3,,,4,,,5,,,4,,,5,,,,69,,
4,,,1,,,3,,,2,,,3,,,3,,,2,,,1,,,1,,,2,,,2,,,0,,,2,,,4,,,3,,,4,,,4,,,1,,,1,,,,43,,
4,,,0,,,3,,,3,,,3,,,2,,,3,,,-1,,,0,,,4,,,4,,,1,,,4,,,4,,,3,,,2,,,5,,,4,,,2,,,,50,,
4,,,3,,,3,,,2,,,4,,,3,,,3,,,0,,,1,,,4,,,3,,,3,,,3,,,4,,,3,,,3,,,4,,,3,,,-1,,,,52,,
4,,,0,,,3,,,3,,,3,,,3,,,2,,,3,,,5,,,4,,,5,,,4,,,5,,,4,,,3,,,3,,,5,,,5,,,4,,,,68,,
4,,,3,,,3,,,2,,,3,,,4,,,4,,,1,,,5,,,4,,,3,,,4,,,5,,,4,,,3,,,4,,,3,,,5,,,2,,,,66,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,1,,,1,,,1,,,1,,,4,,,3,,,3,,,3,,,4,,,4,,,,32,,
3,,,2,,,4,,,2,,,-1,,,5,,,2,,,0,,,1,,,0,,,2,,,0,,,2,,,3,,,2,,,3,,,3,,,3,,,0,,,,36,,
4,,,3,,,4,,,3,,,4,,,4,,,5,,,3,,,4,,,4,,,5,,,4,,,4,,,4,,,3,,,4,,,5,,,4,,,4,,,,75,,
1,,,1,,,1,,,1,,,1,,,3,,,2,,,1,,,3,,,3,,,3,,,1,,,1,,,4,,,3,,,4,,,4,,,5,,,5,,,,47,,
2,,,2,,,2,,,2,,,1,,,2,,,2,,,3,,,5,,,4,,,5,,,4,,,5,,,4,,,3,,,3,,,5,,,4,,,3,,,,61,,
4,,,3,,,2,,,2,,,3,,,4,,,3,,,1,,,2,,,3,,,3,,,3,,,4,,,3,,,1,,,4,,,4,,,3,,,5,,,,57,,
4,,,3,,,3,,,2,,,4,,,4,,,2,,,0,,,4,,,4,,,4,,,0,,,0,,,4,,,2,,,4,,,4,,,4,,,4,,,,56,,
4,,,3,,,2,,,4,,,4,,,2,,,1,,,1,,,3,,,3,,,3,,,3,,,4,,,4,,,3,,,4,,,3,,,5,,,2,,,,58,,
4,,,2,,,4,,,3,,,4,,,4,,,2,,,0,,,2,,,0,,,0,,,0,,,0,,,4,,,3,,,4,,,3,,,3,,,4,,,,46,,
1,,,1,,,1,,,1,,,-1,,,1,,,1,,,1,,,4,,,3,,,2,,,4,,,4,,,4,,,3,,,3,,,4,,,4,,,4,,,,45,,
4,,,3,,,3,,,2,,,4,,,3,,,2,,,2,,,4,,,2,,,4,,,2,,,4,,,3,,,2,,,4,,,4,,,5,,,3,,,,60,,
4,,,2,,,3,,,2,,,2,,,1,,,2,,,0,,,4,,,1,,,3,,,2,,,2,,,4,,,3,,,4,,,4,,,3,,,3,,,,49,,
4,,,1,,,3,,,2,,,3,,,3,,,2,,,3,,,3,,,3,,,4,,,4,,,4,,,4,,,3,,,4,,,4,,,3,,,2,,,,59,,
1,,,2,,,1,,,1,,,2,,,4,,,2,,,1,,,3,,,4,,,2,,,1,,,3,,,4,,,3,,,4,,,4,,,4,,,-1,,,,45,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,1,,,1,,,1,,,1,,,4,,,3,,,4,,,5,,,3,,,2,,,,32,,
3,,,2,,,2,,,2,,,1,,,3,,,2,,,3,,,5,,,3,,,5,,,4,,,5,,,4,,,2,,,4,,,5,,,2,,,4,,,,61,,
4,,,3,,,3,,,2,,,4,,,3,,,2,,,0,,,4,,,3,,,5,,,4,,,4,,,4,,,3,,,4,,,4,,,3,,,4,,,,63,,
4,,,1,,,4,,,2,,,2,,,4,,,2,,,1,,,2,,,0,,,1,,,3,,,3,,,3,,,3,,,3,,,3,,,3,,,1,,,,45,,
3,,,1,,,3,,,2,,,2,,,4,,,3,,,3,,,2,,,1,,,3,,,4,,,4,,,4,,,3,,,4,,,4,,,3,,,3,,,,56,,
4,,,3,,,3,,,3,,,4,,,5,,,1,,,3,,,1,,,2,,,1,,,3,,,3,,,4,,,2,,,3,,,5,,,3,,,3,,,,56,,
4,,,2,,,3,,,2,,,3,,,3,,,1,,,1,,,3,,,4,,,3,,,4,,,-1,,,3,,,2,,,4,,,4,,,0,,,3,,,,48,,
4,,,1,,,1,,,1,,,3,,,3,,,2,,,-1,,,1,,,1,,,3,,,-1,,,3,,,4,,,3,,,4,,,4,,,5,,,5,,,,46,,
4,,,0,,,3,,,2,,,1,,,3,,,2,,,2,,,2,,,0,,,0,,,3,,,4,,,4,,,2,,,3,,,4,,,4,,,4,,,,47,,
4,,,0,,,3,,,2,,,1,,,3,,,3,,,-2,,,3,,,2,,,3,,,1,,,1,,,3,,,2,,,3,,,3,,,2,,,3,,,,40,,
3,,,2,,,3,,,2,,,3,,,4,,,3,,,2,,,2,,,2,,,2,,,4,,,5,,,3,,,2,,,4,,,3,,,5,,,3,,,,57,,
3,,,1,,,2,,,3,,,3,,,3,,,3,,,3,,,5,,,4,,,5,,,3,,,4,,,3,,,2,,,2,,,3,,,5,,,3,,,,60,,
4,,,3,,,3,,,2,,,3,,,3,,,2,,,-3,,,5,,,4,,,4,,,3,,,4,,,3,,,2,,,4,,,4,,,3,,,3,,,,56,,
4,,,0,,,3,,,2,,,2,,,3,,,2,,,1,,,5,,,4,,,5,,,3,,,5,,,3,,,2,,,3,,,5,,,4,,,2,,,,58,,
4,,,3,,,2,,,1,,,3,,,2,,,2,,,0,,,0,,,2,,,2,,,2,,,0,,,3,,,0,,,3,,,4,,,2,,,1,,,,36,,
4,,,3,,,3,,,3,,,4,,,4,,,3,,,3,,,2,,,4,,,3,,,4,,,5,,,2,,,2,,,3,,,2,,,3,,,3,,,,60,,
1,,,1,,,1,,,-1,,,1,,,1,,,1,,,-1,,,1,,,-1,,,1,,,1,,,-1,,,3,,,1,,,4,,,4,,,4,,,5,,,,26,,
3,,,3,,,2,,,4,,,-1,,,2,,,3,,,1,,,1,,,1,,,1,,,-1,,,1,,,4,,,3,,,4,,,5,,,2,,,4,,,,42,,
3,,,2,,,2,,,2,,,3,,,3,,,2,,,-1,,,4,,,4,,,3,,,4,,,5,,,4,,,3,,,3,,,4,,,3,,,3,,,,56,,
4,,,3,,,3,,,1,,,3,,,4,,,3,,,2,,,4,,,3,,,4,,,4,,,5,,,4,,,3,,,4,,,3,,,2,,,1,,,,60,,
4,,,3,,,3,,,3,,,2,,,4,,,4,,,1,,,3,,,3,,,3,,,2,,,-1,,,4,,,3,,,4,,,5,,,5,,,4,,,,59,,
3,,,1,,,3,,,1,,,2,,,3,,,2,,,-1,,,2,,,-1,,,0,,,2,,,4,,,2,,,3,,,3,,,1,,,4,,,3,,,,37,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,1,,,4,,,3,,,4,,,3,,,4,,,3,,,,32,,
4,,,2,,,3,,,3,,,3,,,4,,,3,,,1,,,1,,,-1,,,-1,,,-1,,,-1,,,0,,,0,,,3,,,1,,,1,,,2,,,,27,,
4,,,2,,,3,,,2,,,3,,,3,,,2,,,-1,,,1,,,1,,,1,,,1,,,1,,,4,,,3,,,4,,,4,,,5,,,3,,,,46,,
4,,,2,,,3,,,2,,,2,,,4,,,3,,,1,,,1,,,-1,,,2,,,0,,,1,,,4,,,3,,,2,,,5,,,3,,,2,,,,43,,
3,,,2,,,3,,,2,,,2,,,3,,,2,,,1,,,1,,,1,,,1,,,2,,,0,,,4,,,3,,,1,,,3,,,4,,,2,,,,40,,
4,,,3,,,3,,,2,,,4,,,4,,,5,,,2,,,3,,,4,,,3,,,3,,,2,,,4,,,3,,,4,,,4,,,3,,,0,,,,60,,
3,,,2,,,3,,,2,,,3,,,3,,,2,,,1,,,3,,,1,,,4,,,1,,,2,,,4,,,1,,,3,,,4,,,3,,,2,,,,47,,
4,,,2,,,3,,,2,,,4,,,3,,,4,,,1,,,1,,,2,,,2,,,3,,,3,,,4,,,3,,,4,,,4,,,4,,,4,,,,57,,
4,,,2,,,3,,,2,,,3,,,3,,,4,,,1,,,4,,,4,,,2,,,3,,,1,,,4,,,2,,,4,,,4,,,4,,,4,,,,58,,
4,,,2,,,3,,,2,,,1,,,3,,,3,,,3,,,4,,,3,,,4,,,3,,,3,,,4,,,3,,,4,,,4,,,5,,,3,,,,61,,
4,,,1,,,3,,,3,,,3,,,4,,,2,,,2,,,5,,,4,,,3,,,4,,,5,,,4,,,2,,,3,,,3,,,3,,,4,,,,62,,
4,,,2,,,3,,,2,,,4,,,3,,,2,,,3,,,5,,,4,,,5,,,4,,,5,,,3,,,3,,,4,,,5,,,5,,,5,,,,71,,
4,,,2,,,3,,,2,,,3,,,4,,,2,,,3,,,4,,,4,,,3,,,3,,,5,,,3,,,3,,,4,,,3,,,4,,,4,,,,63,,
4,,,2,,,3,,,2,,,2,,,1,,,2,,,1,,,5,,,4,,,2,,,1,,,3,,,4,,,1,,,3,,,4,,,1,,,3,,,,48,,
3,,,1,,,3,,,3,,,1,,,4,,,0,,,0,,,2,,,1,,,3,,,2,,,2,,,3,,,2,,,3,,,4,,,5,,,4,,,,46,,
4,,,1,,,2,,,2,,,4,,,3,,,3,,,3,,,5,,,4,,,5,,,4,,,5,,,4,,,3,,,3,,,4,,,4,,,4,,,,67,,
4,,,3,,,2,,,2,,,3,,,3,,,3,,,3,,,5,,,4,,,5,,,4,,,5,,,4,,,3,,,4,,,4,,,3,,,4,,,,68,,
4,,,2,,,3,,,2,,,3,,,3,,,4,,,1,,,3,,,4,,,2,,,3,,,0,,,3,,,3,,,4,,,5,,,5,,,5,,,,59,,
4,,,1,,,3,,,2,,,3,,,3,,,2,,,0,,,3,,,3,,,3,,,3,,,4,,,4,,,2,,,2,,,2,,,2,,,2,,,,48,,
4,,,3,,,3,,,2,,,3,,,3,,,3,,,3,,,5,,,4,,,4,,,4,,,3,,,4,,,3,,,4,,,4,,,5,,,4,,,,68,,
3,,,0,,,4,,,3,,,3,,,4,,,4,,,-1,,,3,,,-1,,,3,,,2,,,3,,,4,,,1,,,3,,,5,,,3,,,3,,,,49,,
3,,,2,,,3,,,3,,,2,,,2,,,3,,,1,,,1,,,1,,,1,,,1,,,1,,,4,,,3,,,4,,,5,,,5,,,5,,,,50,,
4,,,3,,,4,,,3,,,4,,,4,,,4,,,3,,,4,,,4,,,4,,,4,,,5,,,4,,,3,,,4,,,4,,,4,,,5,,,,74,,
4,,,2,,,4,,,2,,,3,,,3,,,3,,,0,,,4,,,1,,,1,,,4,,,1,,,4,,,3,,,4,,,4,,,4,,,3,,,,54,,
4,,,3,,,2,,,3,,,3,,,3,,,2,,,3,,,3,,,4,,,3,,,3,,,5,,,3,,,3,,,3,,,4,,,3,,,3,,,,60,,
4,,,2,,,4,,,2,,,4,,,3,,,3,,,-3,,,3,,,3,,,3,,,3,,,1,,,4,,,2,,,4,,,4,,,5,,,3,,,,54,,
3,,,1,,,3,,,2,,,1,,,3,,,3,,,3,,,5,,,3,,,5,,,4,,,3,,,3,,,0,,,4,,,3,,,1,,,3,,,,53,,
4,,,2,,,3,,,2,,,2,,,3,,,2,,,2,,,4,,,-2,,,2,,,2,,,1,,,4,,,2,,,4,,,5,,,3,,,2,,,,47,,
4,,,1,,,3,,,2,,,4,,,4,,,3,,,-1,,,0,,,1,,,3,,,3,,,-2,,,4,,,3,,,3,,,3,,,1,,,0,,,,39,,
3,,,2,,,1,,,0,,,1,,,2,,,2,,,2,,,4,,,4,,,2,,,4,,,5,,,1,,,1,,,3,,,1,,,3,,,3,,,,44,,
3,,,0,,,3,,,2,,,3,,,2,,,3,,,-2,,,5,,,3,,,5,,,3,,,5,,,3,,,3,,,4,,,4,,,4,,,4,,,,57,,
4,,,1,,,2,,,0,,,1,,,3,,,3,,,1,,,2,,,0,,,3,,,3,,,3,,,4,,,1,,,4,,,5,,,4,,,3,,,,47,,
4,,,2,,,4,,,3,,,4,,,5,,,5,,,1,,,3,,,3,,,1,,,0,,,3,,,3,,,1,,,4,,,3,,,2,,,0,,,,51,,
4,,,2,,,4,,,3,,,4,,,4,,,2,,,2,,,4,,,3,,,4,,,3,,,5,,,2,,,3,,,4,,,4,,,4,,,2,,,,63,,
4,,,2,,,3,,,1,,,3,,,4,,,3,,,3,,,5,,,4,,,3,,,4,,,5,,,4,,,3,,,4,,,5,,,5,,,3,,,,68,,
3,,,3,,,3,,,3,,,3,,,4,,,3,,,3,,,5,,,4,,,5,,,4,,,5,,,4,,,3,,,4,,,3,,,4,,,3,,,,69,,
3,,,2,,,3,,,3,,,2,,,4,,,3,,,1,,,5,,,4,,,3,,,3,,,2,,,4,,,3,,,4,,,4,,,4,,,4,,,,61,,
4,,,2,,,3,,,2,,,3,,,4,,,4,,,2,,,5,,,1,,,3,,,3,,,4,,,4,,,3,,,4,,,4,,,4,,,4,,,,63,,
2,,,2,,,2,,,1,,,0,,,2,,,1,,,-1,,,2,,,2,,,2,,,2,,,1,,,4,,,1,,,4,,,4,,,4,,,5,,,,40,,
2,,,1,,,2,,,2,,,1,,,2,,,2,,,-2,,,1,,,1,,,2,,,0,,,2,,,4,,,3,,,4,,,5,,,2,,,2,,,,36,,
4,,,0,,,1,,,2,,,2,,,4,,,3,,,-1,,,3,,,1,,,2,,,1,,,0,,,4,,,3,,,3,,,3,,,3,,,3,,,,41,,
4,,,1,,,4,,,1,,,2,,,4,,,3,,,0,,,3,,,3,,,3,,,4,,,2,,,4,,,3,,,3,,,5,,,5,,,3,,,,57,,
4,,,2,,,3,,,3,,,3,,,3,,,2,,,-1,,,2,,,1,,,3,,,1,,,2,,,4,,,3,,,1,,,2,,,3,,,3,,,,44,,
3,,,1,,,2,,,1,,,3,,,3,,,3,,,-1,,,5,,,4,,,5,,,3,,,5,,,3,,,1,,,3,,,5,,,4,,,3,,,,56,,
4,,,3,,,4,,,2,,,3,,,3,,,3,,,1,,,3,,,3,,,1,,,0,,,3,,,3,,,3,,,3,,,5,,,1,,,1,,,,49,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,1,,,1,,,1,,,1,,,1,,,4,,,2,,,3,,,2,,,4,,,2,,,,28,,
3,,,1,,,4,,,1,,,1,,,3,,,2,,,-2,,,2,,,1,,,3,,,1,,,3,,,4,,,2,,,4,,,5,,,3,,,5,,,,46,,
4,,,1,,,3,,,2,,,-1,,,2,,,0,,,3,,,5,,,3,,,4,,,4,,,5,,,4,,,3,,,3,,,2,,,5,,,1,,,,53,,
3,,,1,,,2,,,1,,,2,,,2,,,2,,,1,,,3,,,4,,,3,,,4,,,5,,,3,,,3,,,3,,,4,,,3,,,2,,,,51,,
4,,,3,,,4,,,2,,,3,,,4,,,3,,,-1,,,2,,,2,,,4,,,0,,,2,,,4,,,3,,,3,,,4,,,4,,,3,,,,53,,
3,,,3,,,3,,,3,,,3,,,4,,,3,,,1,,,2,,,1,,,3,,,2,,,3,,,4,,,3,,,4,,,4,,,5,,,5,,,,59,,
4,,,3,,,2,,,2,,,3,,,2,,,3,,,1,,,2,,,1,,,3,,,3,,,4,,,4,,,3,,,3,,,4,,,3,,,3,,,,53,,
1,,,2,,,3,,,2,,,0,,,1,,,3,,,-1,,,4,,,0,,,0,,,-1,,,-1,,,4,,,3,,,4,,,4,,,5,,,3,,,,36,,
1,,,1,,,1,,,1,,,1,,,1,,,2,,,2,,,4,,,3,,,2,,,3,,,5,,,4,,,3,,,4,,,4,,,4,,,4,,,,50,,
2,,,1,,,2,,,1,,,1,,,3,,,3,,,-2,,,2,,,2,,,3,,,2,,,3,,,3,,,2,,,4,,,4,,,5,,,1,,,,42,,
4,,,2,,,3,,,2,,,3,,,3,,,3,,,0,,,1,,,2,,,3,,,2,,,3,,,4,,,3,,,4,,,4,,,4,,,3,,,,53,,
4,,,-1,,,2,,,2,,,2,,,3,,,2,,,2,,,4,,,4,,,4,,,4,,,5,,,4,,,3,,,3,,,5,,,3,,,4,,,,59,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,-1,,,-1,,,1,,,1,,,-1,,,2,,,3,,,3,,,5,,,2,,,5,,,,25,,
3,,,2,,,3,,,2,,,2,,,3,,,3,,,1,,,1,,,1,,,1,,,2,,,0,,,2,,,3,,,4,,,5,,,4,,,3,,,,45,,
-1,,,0,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,-1,,,-1,,,1,,,4,,,1,,,3,,,,15,,
3,,,-2,,,3,,,4,,,2,,,1,,,3,,,1,,,1,,,3,,,2,,,0,,,0,,,3,,,3,,,4,,,4,,,3,,,2,,,,40,,
2,,,0,,,3,,,1,,,2,,,3,,,2,,,2,,,3,,,2,,,2,,,1,,,3,,,4,,,2,,,3,,,3,,,1,,,-1,,,,38,,
4,,,1,,,4,,,3,,,3,,,4,,,5,,,2,,,3,,,1,,,1,,,0,,,5,,,3,,,1,,,3,,,4,,,1,,,2,,,,50,,
4,,,0,,,2,,,2,,,3,,,3,,,4,,,1,,,0,,,-1,,,2,,,0,,,2,,,4,,,3,,,4,,,3,,,4,,,2,,,,42,,
3,,,1,,,3,,,2,,,2,,,4,,,2,,,3,,,5,,,4,,,5,,,4,,,5,,,4,,,3,,,4,,,4,,,5,,,5,,,,68,,
4,,,3,,,3,,,2,,,4,,,2,,,2,,,2,,,4,,,3,,,1,,,4,,,4,,,3,,,3,,,4,,,5,,,4,,,3,,,,60,,
4,,,2,,,4,,,1,,,3,,,4,,,1,,,3,,,4,,,4,,,2,,,2,,,4,,,4,,,3,,,4,,,4,,,3,,,3,,,,59,,
4,,,2,,,3,,,2,,,1,,,2,,,3,,,-1,,,2,,,0,,,-2,,,0,,,-2,,,2,,,1,,,4,,,2,,,2,,,3,,,,28,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,2,,,3,,,3,,,2,,,2,,,2,,,4,,,3,,,4,,,5,,,5,,,2,,,,44,,
4,,,0,,,3,,,3,,,2,,,3,,,2,,,0,,,4,,,4,,,1,,,2,,,4,,,4,,,3,,,4,,,3,,,4,,,3,,,,53,,
4,,,3,,,3,,,2,,,2,,,3,,,3,,,-1,,,0,,,0,,,2,,,1,,,3,,,4,,,2,,,4,,,4,,,5,,,3,,,,47,,
4,,,1,,,3,,,3,,,3,,,4,,,2,,,1,,,1,,,1,,,1,,,2,,,2,,,4,,,3,,,3,,,4,,,3,,,1,,,,46,,
3,,,2,,,3,,,2,,,3,,,3,,,2,,,3,,,5,,,4,,,5,,,4,,,5,,,4,,,3,,,3,,,4,,,4,,,3,,,,65,,
4,,,3,,,3,,,2,,,4,,,3,,,0,,,1,,,1,,,1,,,-1,,,-1,,,1,,,4,,,3,,,1,,,2,,,4,,,2,,,,37,,
4,,,3,,,3,,,1,,,4,,,4,,,4,,,3,,,3,,,-1,,,2,,,2,,,-1,,,4,,,3,,,4,,,3,,,1,,,1,,,,47,,
3,,,2,,,3,,,4,,,2,,,2,,,2,,,1,,,4,,,4,,,5,,,4,,,5,,,2,,,2,,,4,,,4,,,2,,,4,,,,59,,
3,,,3,,,1,,,3,,,3,,,3,,,3,,,0,,,3,,,-1,,,3,,,-2,,,1,,,4,,,3,,,3,,,4,,,4,,,4,,,,45,,
3,,,0,,,4,,,3,,,2,,,3,,,4,,,1,,,0,,,-1,,,3,,,1,,,0,,,0,,,3,,,4,,,5,,,4,,,3,,,,42,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,3,,,3,,,4,,,4,,,4,,,3,,,,34,,
3,,,-1,,,4,,,1,,,2,,,1,,,3,,,3,,,3,,,3,,,3,,,3,,,1,,,3,,,3,,,0,,,2,,,2,,,1,,,,40,,
3,,,3,,,1,,,2,,,2,,,3,,,3,,,1,,,1,,,-1,,,1,,,1,,,1,,,4,,,3,,,4,,,5,,,3,,,2,,,,42,,
3,,,1,,,3,,,2,,,3,,,4,,,3,,,1,,,2,,,1,,,-1,,,0,,,0,,,4,,,3,,,3,,,5,,,3,,,4,,,,44,,
4,,,2,,,3,,,3,,,4,,,2,,,2,,,1,,,3,,,2,,,3,,,3,,,3,,,4,,,3,,,4,,,5,,,5,,,2,,,,58,,
1,,,-1,,,3,,,1,,,0,,,3,,,0,,,3,,,2,,,1,,,4,,,1,,,0,,,4,,,2,,,4,,,3,,,0,,,2,,,,33,,
4,,,3,,,4,,,2,,,4,,,4,,,3,,,3,,,5,,,4,,,5,,,4,,,4,,,4,,,3,,,3,,,4,,,5,,,4,,,,72,,
3,,,-1,,,1,,,2,,,2,,,3,,,4,,,-1,,,3,,,4,,,5,,,4,,,3,,,4,,,2,,,4,,,5,,,4,,,5,,,,56,,
4,,,2,,,2,,,1,,,2,,,3,,,2,,,1,,,1,,,4,,,4,,,3,,,4,,,4,,,2,,,4,,,3,,,4,,,3,,,,53,,
4,,,3,,,4,,,3,,,4,,,4,,,3,,,1,,,4,,,4,,,4,,,4,,,5,,,4,,,2,,,4,,,4,,,4,,,4,,,,69,,
4,,,2,,,3,,,2,,,3,,,3,,,4,,,-1,,,2,,,3,,,3,,,3,,,5,,,4,,,2,,,4,,,1,,,3,,,3,,,,53,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,2,,,5,,,4,,,4,,,4,,,5,,,4,,,3,,,3,,,5,,,4,,,3,,,,53,,
4,,,2,,,3,,,1,,,4,,,4,,,3,,,1,,,1,,,1,,,1,,,3,,,2,,,4,,,2,,,3,,,4,,,3,,,3,,,,49,,
1,,,1,,,2,,,2,,,2,,,3,,,2,,,2,,,4,,,4,,,3,,,3,,,5,,,3,,,3,,,4,,,4,,,3,,,4,,,,55,,
1,,,1,,,1,,,1,,,1,,,1,,,1,,,-1,,,2,,,1,,,2,,,0,,,2,,,3,,,3,,,3,,,3,,,5,,,4,,,,34,,
4,,,2,,,3,,,1,,,2,,,3,,,3,,,-1,,,5,,,4,,,4,,,4,,,5,,,4,,,2,,,4,,,3,,,3,,,4,,,,59,,
4,,,0,,,3,,,2,,,3,,,3,,,2,,,-1,,,3,,,-1,,,1,,,0,,,2,,,4,,,2,,,4,,,4,,,4,,,4,,,,43,,
